filename,output,pred,scores_1,score_2,score_3
inf_6,"Строго определен понятийный базис модели «Сущность-Связь» (ER-модели), сформулирована проблема триализма, возникающая при представлении явлений предметной области (ПрО) в этой модели, предложены методика определения подходящих форм данных и правила структуризации для каждой из этих форм.","Статья посвящена проблеме выбора формы представления данных в семантических моделях. Авторы подчеркивают, что проектирование баз данных сложных корпоративных систем требует использования семантической методики, что подразумевает использование определенной семантической модели. В большинстве публикаций предполагается, что проектировщик самостоятельно определит подходящие формы представления данных. Однако, авторы отмечают, что для каждого явления предметной области следует выбрать одну из трех возможных форм. Они также указывают на то, что проектирование семантических схем данных до сих пор остается скорее искусством, чем наукой. В статье предлагается методика решения этой проблемы, включающая определение структурных понятий ER-модели и выбор формы представления явлений предметной области.",4,4,4
inf_7,"Рассматривается вариант реализации сигмоидной функции активации для ускорителей нейронных сетей, целиком реализованных на перестраиваемых вычислительных средах (ПВС). Показаны преимущества применения подобных ускорителей в маломощных интеллектуальных системах. Предложены модели ускорителей на основе распределенной кусочно-линейной аппроксимации сигмоиды. Приведены результаты временной симуляции Verilog-модулей разработанных моделей.","Статья описывает применение нейронных сетей в интеллектуальных системах для решения сложных задач, включая обработку естественного языка, классификацию и распознавание образов, а также предиктивный анализ. Нейронные сети сталкиваются с проблемой высокой вычислительной сложности, особенно для сверточных нейронных сетей, размер которых достигает сотен миллиардов параметров. Для эффективного использования нейронных сетей в маломощных автономных системах требуется разработка специализированных аппаратных ускорителей и адаптация алгоритмов. Существуют работы по оптимизации аппаратного и алгоритмического обеспечения систем машинного обучения для маломощных устройств, включая замену графических процессоров на более эффективные FPGA и ASIC, а также адаптацию алгоритмов под особенности конкретных архитектур.
 
 В статье также обсуждается концепция перестраиваемых вычислительных сред для реализации нейронных сетей. Предложен вариант реализации на перестраиваемых средах одной из наиболее популярных функций активации - сигмоидной функции. Рассматривается уменьшение сложности сети через устранение части внутренних связей - разряжение сети.
 
 Представлена модель вычислительного элемента на языке описания аппаратуры Verilog, включающая весь описанный базис операций ВЭ. Оцениваются две характеристики предложенных модулей - размер на среде и быстродействие. Результаты показывают приемлемое быстродействие и высокую точность распределенной реализации сигмоидной функции.",4,4,4
inf_8,"Рассматривается задача определения зон, подвергшихся коррозионному воздействию, полученных при неразрушающем контроле с использованием методов ультразвуковой дефектоскопии магистральных газопроводов и программно-аппаратной системы ДВУ (дефектоскоп внутритрубный ультразвуковой).
 Предлагается обработку большого объема данных, полученных в результате контроля с помощью системы ДВУ, осуществлять с использованием нейросетевой модели анализа данных. В качестве основной нейронной сети выбрано семейство сверточных нейросетей. Обрабатываемые данные были разбиты на обучающую, валидационную и тестовую выборки. Данные внутри выборок перемешивались, что позволило процесс обучения сделать более качественным. Как показал анализ тестирования, предложенный подход позволяет с достаточной точностью определять зоны дефектов газопроводов.","Статья посвящена проблеме определения текущего состояния стенок магистральных газопроводов. Авторы предлагают использовать ультразвуковую дефектоскопию для выявления дефектов. Однако, из-за огромного объема данных, необходимы автоматизированные внутритрубные инспекционные приборы. Для решения этой проблемы предлагается использовать нейросетевой анализ данных.",4,4,4
inf_9,"Цель работы – разработка нейросетевых алгоритмов, предназначенных для семантической сегментации спутниковых снимков поверхности Земли. Несмотря на обилие существующих алгоритмов сегментации и компьютерного зрения, эта задача все еще требует повышения качества их работы. Хотя данная область науки сегодня активно развивается, актуальна необходимость повышения качества сегментации спутниковых изображений поверхности Земли.
 При проведении анализа существующих методов и алгоритмов, решающих задачу семантической сегментации изображений, выявлено, что наиболее подходящими для этого алгоритмами являются глубокие нейронные сети. В процессе выполнения работы разработан ряд архитектур сверточных нейронных сетей класса автоэнкодеры с целью выявления более эффективной архитектуры. Нейронные сети реализованы при использовании библиотеки машинного обучения Keras. В качестве обучающей и тестовой выборок использованы спутниковые снимки ОАЭ, находящиеся в открытом доступе. Реализована модель нейронной сети класса автоэнкодеры. Сегментация выполнялась на шесть классов объектов: дома, дороги, растения, вода, суша, нейтральные объекты.","Семантическая сегментация - это процесс классификации объектов изображения и окрашивания каждого объекта в соответствующий классу цвет. Статья описывает применение нейронных сетей для решения этой задачи. Были рассмотрены различные алгоритмы и методы обучения, включая сверточные нейронные сети. В результате была разработана модель нейронной сети с оригинальной компактной архитектурой, которая показала высокую точность работы - 99,55%.",4,4,4
journalism_15,"В статье рассмотрены первые выпуски немецких журналов MPG Mоnatsspiegel (1972), MPG Spiegel (1973), Max Planck Forschung (1999), издаваемых Обществом имени Макса Планка и являющихся предшественниками нынешнего аналога. Эволюция содержательной модели журнала, его целевой аудитории, средств визуальной репрезентации, редизайн издания способствовали эффективному продвижению достижений ученых институтов Общества и популяризации актуальных фундаментальных и прикладных исследований.","Статья описывает развитие научно-популярного журнала ""Макс Планк Форшунг"" в Германии. В 1972 году был выпущен первый номер журнала ""Макс Планк Форшунг"" под названием MPG Mоnatsspiegel. В 1973 году журнал был переименован в MPG Spiegel. В 1999 году журнал сменил название на Max Planck Forschung и стал научно-популярным журналом. В статье подчеркивается важность научно-популярных журналов для популяризации науки и повышения престижа научного сообщества.",4,4,5
journalism_17,"Профессиональные популярные проекты в жанре интервью на YouTube сформировали высококонкурентную среду. Чтобы найти свою нишу в ней, создаются проекты интервью в экспериментальных форматах. В статье предлагается типология подобных форматов на каналах «Жиза» и «Секреты»: форматы «без журналиста» (интервью без журналиста, экспериментальный опрос, интервью-исповедь экспериментального формата) и диалогические форматы (постинтервью, беседа экспериментального формата, экспериментальная дискуссия).","Статья описывает развитие жанра интервью на платформе YouTube. Автор отмечает, что жанр интервью остается неизменно узнаваемым аудиторией и успешно адаптируется к появлению новых технологических платформ. За последние пять лет YouTube стал площадкой для профессиональной журналистики в России. Жанр интервью получил новый виток развития в русскоязычном YouTube. Автор выделяет два основных направления исследований в области жанра интервью на YouTube: изучение трансформации традиционного жанра интервью на новой площадке и анализ отличий от телевизионных интервью. В статье также рассматриваются особенности интервью на YouTube, такие как структура и драматургия выпусков, образ интервьюера, особенности языка и стиля, нормы профессиональной этики. В качестве примера успешного развития жанра интервью на YouTube приводится проект Юрия Дудя ""вДудь"". Автор отмечает, что YouTube может быть полноценной площадкой для профессиональной деятельности журналистов, где можно успешно монетизировать журналистский контент. В статье также рассматриваются различные форматы интервью на YouTube, такие как интервью без журналиста, диалогические экспериментальные форматы и другие.",4,4,4
journalism_19,"Освещается ранний этап журналистской деятельности Л. В. Беспрозванного, одного из наиболее известных культурных деятелей Иркутской области. В 1956–1960 гг. этот незаурядный человек являлся штатным сотрудником ангарской городской газеты «Знамя коммунизма». Проводится анализ материалов автора с точки зрения их тематических особенностей и ценностных аспектов. В исследовании изучаются не только материалы периодической печати, но также и личный архив Л. В. Беспрозванного, существенно расширяющий представление о его личности.","Статья рассказывает о деятельности Леонида Владимировича Беспрозванного, журналиста и театрального режиссера, в период хрущевской оттепели. В статье упоминается его работа в газете ""Знамя коммунизма"" в Ангарске, где он писал статьи и рецензии, а также занимался организацией самодеятельного театра. Также автор статьи отмечает, что Беспрозванный активно использовал сатирические материалы для борьбы с различными пороками в обществе.",4,4,4
journalism_29,"В статье рассмотрен опыт популяризации науки пресс-службами ведущих университетов России по версии мирового рейтинга QS за 2020–2021 гг. Материалом исследования стали новостные разделы официальных сайтов университетов, а цель состояла в выявлении специфических особенностей их содержательных моделей. В ходе анализа установлено, что научно-популярный контент на новостных порталах российских университетов складывается в основном из публикаций о научных мероприятиях и работе ученых. Относительно малое количество публикаций в сложных мультимедийных форматах объясняется консерватизмом университетов, загруженностью пресс-служб и недостатком квалификации их сотрудников.","Статья посвящена популяризации науки в России. В ней подчеркивается важность популяризации науки для формирования правильного образа ученого в обществе. Автор статьи приводит результаты анализа содержания новостных разделов официальных сайтов университетов, входящих в мировой рейтинг QS за 2020-2021 годы. Исследование показало, что новостные разделы этих университетов содержат в основном материалы о научных мероприятиях, научных исследованиях и разработках, а также о научных рейтингах и стипендиях. В статье также рассматриваются различные формы популяризации науки, включая медийные и организационно-событийные, эпизодические, периодические и постоянные, первичные и вторичные.",4,4,4
journalism_34,"Рассматривается проблема репрезентации информации при помощи интерфейса. Цель исследования – выявить механизм работы интерфейса на мате- риале сайтов объяснительной журналистики. Материалом исследования стали сайты интернет-изданий «Медуза» и «Vox». Методика исследования базируется на прикладной медиаэстетике и модели машин Ф. Гваттари. Результатом исследования стало выявление интерпретации функций объяснительной журналистики каждым изданием на уровне платформы, кода, интеракций и медиаэстетики.","Статья рассматривает объяснительную журналистику как цельную концепцию в контексте философии журналистики. Автор анализирует особенности подачи информации в объяснительных медиа, уделяя особое внимание влиянию технологий на восприятие информации читателями. В статье подчеркивается важность ясности и простоты подачи информации в объяснительной журналистике.",3,3,4
journalism_37,,"К сожалению, предоставленный текст не содержит научной статьи. Пожалуйста, предоставьте оригинальный текст статьи для анализа.",1,0,0
journalism_38,"Проведен анализ теоретических моделей, описывающих и объясняющих процессы, происходящие в сфере массовых коммуникаций. Доказывается, что общепринятые аналитические модели уже не способны дать целостное и убедительное объяснение ситуации в современных массовых коммуникациях. В качестве перспективного аналитического инструментария предложена концепция информационно-коммуникационного универсума. Показана история становления этого понятия, а также структурные и содержательные особенности системы, обозначаемой этим понятием.
","Информационно-коммуникационный универсум — это сложная саморазвивающаяся система, которая постоянно находится в движении от одного своего состояния к другому. Он представляет собой совокупность технических носителей сообщений и содержательную сферу процесса коммуникации.",4,4,3
journalism_41,"Статья посвящена систематизации и описанию жанрообразующих и дискурсоформирующих признаков жанров политического медиадискурса путем характеристики «формальных», макротекстуальных (институциональность, субъектно-адресные отношения, социокультурная направленность и др.), микротекстуальных признаков. Жанры политического медиадискурса дифференцированы по признакам цели, предмета, функции и методов отображения, приведены некоторые особенности политической лексики и терминологии.","Статья посвящена жанровой архитектуре политического медиадискурса и описанию некоторых жанров, входящих в репертуар политической журналистики. Методология исследования основана на подходе к пониманию дискурса как социально детерминированного типа общения, где текст является его формой выражения. В статье представлены дифференцирующие признаки жанров политического медиадискурса, включая ""формальные"" признаки (письменный/устный, малый/средний/крупный), макротекстуальные признаки (институциональность, субъектно-адресные отношения, социокультурная направленность, событийная локализация, расположение жанра по отношению к ядру дискурсного пространства) и микротекстуальные признаки (предмет и цель, функция, способы отображения действительности).",4,5,5
journalism_43,"Рассматривается вопрос об организации самостоятельной работы обучающихся журналистике. Кратко даны характерные черты самостоятельной работы студентов как дидактической единицы. Подробно рассмотрен задачный подход. Приводятся примеры профессиональных задач, предлагаемых в рамках курса «Профессиональное ориентирование». Анализируются возможности задачного подхода в обучении студентов-журналистов.","Статья описывает ряд противоречий в современном высшем образовании, таких как отсутствие связи между получаемыми знаниями и профессиональным контекстом, несоответствие целей и мотиваций преподавателя и обучающегося, устаревание и однообразие педагогических технологий. Авторы предлагают два подхода для решения этих проблем: личностно-деятельностный и компетентностный. Первый подход подразумевает пересмотр логики организации и содержания образовательного процесса с учетом современных тенденций. Второй подход направлен на развитие предметной и коммуникативной компетентности обучающегося и его личности. В статье также описывается организация самостоятельной работы студентов с помощью профессиональных задач, которые могут быть использованы для развития различных компетенций.",4,2,2
law_16,"Анализируются проблемы административного комплаенса.
 Данный вопрос исследуется в контексте обстоятельств, смягчающих административную ответственность. Дана оценка роли источников правового регулирования и стандартов, опосредующих формирование системы внутреннего обеспечения соответствия требованиям антимонопольного законодательства, и практика его внедрения.","Статья рассматривает антимонопольный комплаенс как эффективный способ предупреждения антимонопольных правонарушений. В ней описывается история формирования комплаенса в России и его роль в антимонопольном законодательстве. Также отмечается, что антимонопольный комплаенс может снизить риски привлечения к ответственности и повысить эффективность деятельности хозяйствующего субъекта.",4,3,4
law_17,"Анализируются средства противодействия групповой преступности, предусмотренные действующим уголовным законодательством. Отмечается, что к этим средствам относятся нормы о соучастии в преступлении, прикосновенности к нему, посредственном совершении преступления, групповых образованиях как признаке объективной стороны конкретных составов преступлений. Указывается, что эти нормы отражают различные типы фактического взаимодействия участников группового преступления.","Статья рассматривает понятие групповой преступности как криминологического явления, состоящего из групповых преступлений. Групповое преступление определяется как любое взаимодействие нескольких физических лиц, содержанием которого является совместная преступная деятельность. Однако сама эта деятельность может складываться не только из действий, которые оцениваются уголовным законом как преступление, но и из действий, которые такой оценки не получают, однако представляют собой фактическое участие одних лиц в совместном совершении преступления с другими лицами. В статье также обсуждаются различные точки зрения на понимание совершения преступления группой лиц в уголовно-правовом значении, включая позицию Верховного Суда РФ, и необходимость уголовно-правовой оценки действий фактических участников одного преступления, которые не подпадают под признаки соучастия в преступлении.",4,4,4
law_22,"Сходство задач и способов их разрешения судами при осуществлении правосудия в порядке гражданского, арбитражного и административного судопроизводства предполагает общность и сходство принципов как основополагающих начал отправления правосудия. Анализ первых глав ГПК РФ, АПК РФ и КАС РФ, регулирующих «Основные положения», свидетельствует об отсутствии должного единообразия и, как следствие, необходимой логичности и последовательности при формулировании законодателем принципов соответствующего вида судопроизводства, имеющих, как правило, конституционноправовую основу.","Статья описывает структуру судебной системы Российской Федерации, виды судопроизводства и основные принципы осуществления правосудия. Правосудие в России осуществляется только судом, а судебную систему составляют Конституционный Суд РФ, Верховный Суд РФ, федеральные суды общей юрисдикции, арбитражные суды и мировые судьи субъектов РФ. Судебная власть осуществляется посредством конституционного, гражданского, арбитражного, административного и уголовного судопроизводства. Статья также затрагивает вопросы единоличного и коллегиального рассмотрения и разрешения дел, принципа языка судопроизводства, принципа законности, принципа непосредственности судебного разбирательства и других принципов судопроизводства.",4,4,3
law_29,Рассмотрены теоретические и практические аспекты квалификации действий соучастников при эксцессе исполнителя. Освещены особенности качественного и количественного эксцесса. Проанализированы проблемные вопросы квалификации эксцесса исполнителя при сложном соучастии. Охарактеризованы проблемные вопросы квалификации групповых преступлений при эксцессе соисполнителя. Сформулированы предложения по квалификации эксцесса исполнителя в различных ситуациях.,"Статья посвящена проблеме квалификации действий соучастников при эксцессе исполнителя или иного соучастника. В статье рассматриваются виды эксцесса исполнителя, особенности их квалификации, а также вопросы ответственности соучастников при различных формах эксцесса.",4,4,5
law_34,"Поднимается вопрос о необходимости выработки цивилистической наукой критериев, которые бы позволяли законодателю системно относить гражданско-правовые договоры к категории обязательных для нотариального удостоверения. Анализ зарубежного гражданского законодательства позволил последовательно выделить такого рода критерии, а также сформулировать идею установления имущественной ответственности нотариусов на случай признания удостоверенных ими договоров в судебном порядке недействительными.","Статья посвящена обсуждению функций договоров и критериев для требования об их обязательном нотариальном удостоверении. Автор подчеркивает, что договор является центральной категорией российского гражданского права и выполняет множество функций, включая инициативу участников, координацию сознательных действий сторон, информационную функцию и определение цели. Автор также отмечает, что для некоторых договоров, чтобы были учтены все их функции, необходимо профессиональное юридическое сопровождение, которое обеспечивает нотариус. В статье также рассматриваются случаи обязательной нотариальной формы гражданско-правового договора, критерии для установления обязательной нотариальной формы и влияние судебной практики на защиту прав и законных интересов сторон договора.",4,4,4
law_41,"Рассмотрены вопросы формализации психологической составляющей личности участников предварительного расследования. Проанализирована составляющая профессиональной компетенции допрашивающего по использованию психодиагностики при коммуникативном взаимодействии с подследственным. Перечислены способы описания характеристик личности допрашиваемого.
 Описание тактически значимых психологических характеристик было предложено в формате эталона, психотипов, параметров. ",Статья рассматривает межличностное взаимодействие в работе следователя и его влияние на получение информации о подследственном. В статье подчеркивается важность учета индивидуально-психологических свойств личности при выборе тактических приемов и необходимости индивидуализации тактических рекомендаций. Также обсуждается использование различных форматов описания характеристик личности для повышения эффективности тактического воздействия.,4,4,5
law_47,"На основе сопоставления с пандектной, англосаксонской, единообразной и российской моделями невозможности исполнения обязательства анализируется подход французского законодателя к данному основанию прекращения (изменения) обязательства, существовавший до реформы французского обязательственного права 2016 г. Отмечаются две специфические особенности этого подхода: во-первых, в Кодексе Наполеона как такового института «невозможности исполнения» не было: он был сформулирован доктриной на основании норм о гибели, изъятии из гражданского оборота или утрате имущества, подлежащего передаче по обязательству; во-вторых, французская судебная практика едва ли строго следовала установленному законом правилу об автоматическом прекращении обязательства в связи с невозможностью его исполнения, допуская в этом случае расторжение или изменение договора решением суда.","Статья посвящена анализу истории и современного состояния института невозможности исполнения обязательства в гражданском праве. Рассматриваются различные модели невозможности исполнения, включая пандектную модель, реализованную в первой редакции Германского гражданского уложения, и единообразную модель, нашедшую закрепление в таких актах lex mercatoria, как Принципы европейского договорного права, Модельные правила европейского частного права и Принципы международных коммерческих договоров УНИДРУА. В статье также рассматривается специфика регулирования соответствующих отношений по Кодексу Наполеона 1804 г. во Франции, включая критерии форс-мажора и последствия гибели, изъятия из оборота или утраты имущества, являющегося предметом обязательства.",4,4,4
law_5,"Проанализированы актуальные проблемы классификации судебно-экспертных задач. Рассмотрены различные точки зрения ученых по данному вопросу с приведением аргументов в пользу каждой из исследованных классификаций в общей теории судебной экспертизы. На основе проведенного анализа и оценки приведенных аргументов можно констатировать, что все решаемые судебно-экспертные задачи не исчерпываются двумя классами – идентификационными и диагностическими. Более того, научная классификация, имеющая целью повышение научного познавательного уровня исследователя и служащая отражением всего разнообразия решаемых судебной экспертизой задач, должна разрабатываться с учетом определяющих признаков и критериев каждого класса. Только такая классификация отвечает требованиям систематизации научного знания.","Статья посвящена классификации экспертных задач в судебной экспертизе. В ней обсуждается необходимость разработки общенаучной теории классификации и подчеркивается важность соблюдения логических правил деления объема понятия. Также описываются основные функции классификации, такие как информационная, прогностическая, ретрогностическая и коммуникационная. Анализируется интерес к классификации экспертных задач в судебной экспертизе, начиная с 1960-х годов. Рассматриваются различные варианты классификации экспертных задач, включая идентификационные, диагностические, классификационные, ситуационные и профилактические. Отмечается, что классификация задач должна быть разработана в соответствии с определяющим признаком достигаемой при классификации цели.",4,4,4
